TRADEDATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2013-04-10,317.74,317.74,317.74,317.74,30
2013-04-17,310.0,310.0,310.0,310.0,1000
2013-05-14,310.0,310.0,310.0,310.0,10
2013-05-20,277.72,277.72,277.72,277.72,350
2013-05-21,307.0,307.0,307.0,307.0,350
2013-05-24,293.0,293.0,293.0,293.0,10
2013-06-24,350.0,365.68,349.0,349.0,50
2013-06-25,317.58,340.0,317.58,323.02,40
2013-06-26,311.5,311.5,311.5,311.5,10
2013-07-15,362.0,366.0,361.0,365.0,270
2013-07-17,368.0,368.0,365.0,365.0,290
2013-07-18,366.0,366.0,365.01,365.01,150
2013-07-22,355.01,355.69,355.01,355.69,100
2013-07-23,360.94,360.94,360.94,360.94,60
2013-08-02,361.0,361.0,361.0,361.0,60
2013-08-07,341.0,341.0,341.0,341.0,40
2013-08-12,348.4,352.4,347.87,349.0,850
2013-08-19,359.0,359.0,359.0,359.0,200
2013-08-23,367.0,367.0,367.0,367.0,100
2013-08-27,364.77,365.4,364.77,365.4,3060
2013-08-29,391.97,391.97,359.77,365.0,350
2013-08-30,363.33,363.33,358.02,361.02,200
2013-09-02,362.0,364.0,359.51,362.09,298560
2013-09-03,363.27,372.53,362.55,369.33,723620
2013-09-04,371.18,373.74,367.57,373.09,652040
2013-09-05,374.0,389.5,372.46,388.77,2167020
2013-09-06,389.05,394.48,385.51,387.46,1391350
2013-09-09,385.9,392.26,383.3,386.96,1142020
2013-09-10,388.13,391.97,380.35,385.3,1208670
2013-09-11,385.62,393.93,385.0,392.7,1319160
2013-09-12,394.82,394.97,388.07,393.17,850910
2013-09-13,391.35,393.0,381.11,385.0,1073760
2013-09-16,385.0,394.9,385.0,391.65,2615200
2013-09-17,389.05,393.59,389.05,392.13,729000
2013-09-18,395.03,395.03,386.99,387.97,1231650
2013-09-19,393.55,397.99,383.8,386.03,2190000
2013-09-20,383.59,389.47,379.05,379.5,1005410
2013-09-23,379.01,380.0,372.99,373.1,1207860
2013-09-24,373.03,378.9,372.54,377.83,1033460
2013-09-25,377.83,382.5,375.04,379.81,617790
2013-09-26,382.44,387.69,381.11,386.0,1080770
2013-09-27,388.43,388.43,380.26,382.92,552800
2013-09-30,382.41,387.0,381.0,386.01,733770
2013-10-01,385.08,388.35,381.51,382.56,473800
2013-10-02,382.56,385.66,372.96,373.2,1146910
2013-10-03,375.53,378.92,372.16,376.0,647940
2013-10-04,376.15,379.99,373.07,379.75,419530
2013-10-07,379.0,390.0,375.92,387.5,1022820
2013-10-08,386.99,394.0,386.99,393.8,1387920
2013-10-09,392.86,394.8,389.01,391.89,1266660
2013-10-10,393.72,410.68,393.06,407.89,2234490
2013-10-11,408.6,409.79,402.66,406.1,1191400
2013-10-14,406.14,406.14,399.51,399.8,1066740
2013-10-15,402.0,406.09,399.48,400.1,1615900
2013-10-16,400.0,403.84,397.96,401.48,1792510
2013-10-17,401.28,403.99,393.04,395.97,1328210
2013-10-18,401.0,409.49,395.57,406.63,2005300
2013-10-21,406.92,413.72,406.8,409.39,749810
2013-10-22,409.93,410.98,406.9,407.25,695760
2013-10-23,406.92,411.23,402.55,405.0,1173410
2013-10-24,405.99,408.76,402.57,407.05,1323460
2013-10-25,407.05,415.81,403.51,413.6,1858880
2013-10-28,414.02,419.5,414.02,415.87,1246800
2013-10-29,415.38,417.39,414.13,415.94,1186830
2013-10-30,416.49,417.47,411.16,413.0,1403110
2013-10-31,409.97,415.89,408.2,410.95,786040
2013-11-01,412.25,418.0,411.57,416.9,2030850
2013-11-05,419.51,419.51,413.11,414.03,706350
2013-11-06,415.1,419.31,411.76,411.99,1866220
2013-11-07,416.05,416.28,408.53,413.33,1455120
2013-11-08,409.86,410.34,402.32,404.05,1474020
2013-11-11,405.15,409.47,402.7,408.14,733100
2013-11-12,408.0,418.0,407.0,416.0,2037510
2013-11-13,413.55,414.9,410.6,410.61,1856420
2013-11-14,412.59,419.0,410.01,416.0,1259680
2013-11-15,418.47,422.54,412.51,412.63,1377410
2013-11-18,414.88,417.47,410.06,410.2,1246070
2013-11-19,410.22,412.97,402.75,406.96,1754990
2013-11-20,406.74,410.54,395.45,408.0,2763750
2013-11-21,406.01,411.45,404.99,408.43,1075500
2013-11-22,410.0,411.3,402.0,402.02,2461890
2013-11-25,388.5,406.0,388.5,402.0,2778580
2013-11-26,402.01,404.84,397.38,401.23,1397290
2013-11-27,401.67,404.9,395.57,395.57,1198940
2013-11-28,396.8,401.26,396.41,399.49,710960
2013-11-29,399.47,401.9,394.13,398.98,1131950
2013-12-02,398.74,401.75,396.93,397.74,1179110
2013-12-03,396.95,398.01,390.0,391.73,1754420
2013-12-04,392.42,397.47,390.0,390.0,1301610
2013-12-05,391.3,395.7,387.82,388.63,1758470
2013-12-06,389.9,400.44,385.4,399.47,1511690
2013-12-09,400.0,415.01,397.34,414.01,2863940
2013-12-10,413.98,415.45,409.12,410.75,2068270
2013-12-11,410.65,413.0,404.04,405.09,1405780
2013-12-12,400.08,403.0,397.0,400.98,1669420
2013-12-13,402.03,406.25,399.56,400.6,1520960
2013-12-16,400.5,403.85,398.83,401.99,1752050
2013-12-17,402.89,404.78,398.72,401.0,1469040
2013-12-18,401.07,404.33,400.7,402.0,1898250
2013-12-19,403.9,411.3,400.0,401.0,2657930
2013-12-20,401.5,403.22,398.0,399.3,1278080
2013-12-23,401.0,404.97,400.17,404.0,1284260
2013-12-24,405.29,408.2,404.01,405.97,751660
2013-12-25,405.19,408.54,401.89,402.5,509910
2013-12-26,403.81,404.52,401.62,404.3,527430
2013-12-27,404.47,404.87,396.79,399.0,621930
2013-12-30,397.0,404.9,397.0,399.01,754270
2014-01-06,397.99,398.51,393.1,393.11,1684610
2014-01-08,394.55,395.48,388.13,389.79,831990
2014-01-09,389.5,390.0,383.57,385.7,1316060
2014-01-10,386.71,388.0,379.75,387.35,1598240
2014-01-13,387.36,397.97,385.37,396.8,1548810
2014-01-14,394.28,399.93,388.07,399.0,1494760
2014-01-15,399.38,400.41,392.05,400.4,1784810
2014-01-16,400.04,401.25,393.06,394.1,1749870
2014-01-17,395.58,400.99,390.03,400.2,1113130
2014-01-20,399.6,405.75,397.28,405.12,1104510
2014-01-21,406.88,408.86,405.73,405.8,1173960
2014-01-22,403.77,405.98,401.62,405.1,802690
2014-01-23,404.43,418.79,404.43,416.0,2393490
2014-01-24,413.0,416.6,406.58,408.68,2164360
2014-01-27,405.03,411.26,403.01,406.0,1391920
2014-01-28,406.42,406.99,391.05,391.3,1908870
2014-01-29,394.54,399.89,387.19,389.98,2864310
2014-01-30,388.95,393.4,386.18,390.98,1485350
2014-01-31,392.76,397.23,390.17,393.45,1401600
2014-02-03,395.5,397.81,388.51,388.51,1284690
2014-02-04,386.11,388.48,383.31,386.7,1523010
2014-02-05,384.92,396.79,384.92,395.52,1457890
2014-02-06,395.8,400.47,393.0,400.47,1130940
2014-02-07,402.0,408.0,400.24,407.84,1436470
2014-02-10,408.44,409.6,403.77,403.81,841220
2014-02-11,405.03,410.0,402.2,409.65,1523030
2014-02-12,410.67,416.4,410.5,415.25,1766110
2014-02-13,414.02,415.0,407.73,410.27,1770270
2014-02-14,412.0,418.0,410.71,417.43,1642540
2014-02-17,417.32,419.45,412.14,416.13,1047590
2014-02-18,416.39,418.74,411.01,413.27,868490
2014-02-19,413.53,416.0,410.57,413.0,1690630
2014-02-20,409.96,414.61,408.11,409.0,1316090
2014-02-21,410.69,412.49,407.0,407.5,780870
2014-02-24,407.49,411.0,404.6,411.0,957530
2014-02-25,413.68,418.2,408.01,417.02,1281750
2014-02-26,418.86,421.0,415.1,420.0,1201150
2014-02-27,420.27,427.52,410.0,414.81,3448550
2014-02-28,415.95,419.76,406.24,411.09,2471310
2014-03-03,400.01,402.42,340.86,346.69,6298290
2014-03-04,348.76,382.48,348.76,377.93,5746640
2014-03-05,380.0,381.99,367.72,377.23,2463800
2014-03-06,377.0,385.99,354.65,369.89,3904710
2014-03-07,370.0,373.4,360.23,361.16,2373940
2014-03-11,359.87,359.99,348.0,351.53,2183820
2014-03-12,348.0,351.5,341.12,343.21,2368040
2014-03-13,344.23,347.61,330.25,332.91,3405310
2014-03-14,327.0,327.0,307.51,310.5,7158550
2014-03-17,303.6,331.58,303.6,328.56,6781520
2014-03-18,333.42,365.65,330.26,360.81,4627090
2014-03-19,360.0,368.9,346.97,356.78,3428590
2014-03-20,351.17,362.99,350.11,359.0,2965810
2014-03-21,345.0,345.0,312.3,328.0,16597620
2014-03-24,331.27,344.76,327.02,330.26,6625040
2014-03-25,332.97,344.96,325.01,340.17,3790620
2014-03-26,343.5,355.79,342.95,354.0,3594680
2014-03-27,350.0,358.47,339.0,341.37,2701520
2014-03-28,342.94,351.89,340.02,342.75,2157230
2014-03-31,344.64,352.22,342.56,351.0,2250520
2014-04-01,354.0,356.3,345.5,353.0,2635860
2014-04-02,352.8,355.0,344.01,348.89,1673090
2014-04-03,349.86,350.99,344.0,347.0,1643970
2014-04-04,347.4,351.89,344.14,350.56,1672010
2014-04-07,345.65,345.65,333.5,337.0,3198270
2014-04-08,337.0,340.9,333.0,340.39,1876730
2014-04-09,339.9,344.0,335.8,342.64,1701510
2014-04-10,344.47,348.5,342.13,345.0,1994600
2014-04-11,341.0,346.9,335.13,346.0,1607810
2014-04-14,343.1,344.01,337.0,339.5,1503840
2014-04-15,339.0,340.63,333.0,333.15,2070330
2014-04-16,333.52,339.55,330.13,339.55,1628650
2014-04-17,340.01,342.93,334.61,340.0,1318850
2014-04-18,344.0,351.85,344.0,350.0,2038480
2014-04-21,350.0,354.0,346.62,347.01,1094920
2014-04-22,346.24,348.3,341.39,343.95,1532900
2014-04-23,345.87,345.87,340.1,341.0,1798970
