TRADEDATE,Open,High,Low,Close,Volume,SMA,EMA,MACD,signal,histogram,RSI,UpperBand,LowerBand,ADX,StochasticOscillator,SmoothedStochastic
2015-06-10,52.6,55.0,52.6,55.0,300,,55.0,0.0,0.0,0.0,,,,,,
2015-06-11,55.0,55.0,52.1,52.1,300,,54.42,-0.23133903133903289,-0.04626780626780658,-0.1850712250712263,,,,,,
2015-06-15,53.1,53.5,53.1,53.5,300,,54.236000000000004,-0.2982703062475096,-0.0966683062637472,-0.2016019999837624,,,,,,
2015-06-16,53.1,57.0,53.1,56.0,600,,54.588800000000006,-0.14788004805617305,-0.10691065462223237,-0.04096939343394068,,,,,,
2015-06-19,54.2,54.2,54.1,54.1,200,,54.491040000000005,-0.1799346315466508,-0.12151545000711607,-0.05841918153953472,,,,,,
2015-06-22,58.6,58.9,58.6,58.9,400,,55.37283200000001,0.17990789855677747,-0.061230780294337366,0.24113867885111484,,,,,,
2015-06-24,59.6,59.6,53.0,55.0,4800,,55.29826560000001,0.14867446318416455,-0.019249731598636986,0.16792419478280154,,,,,,
2015-06-25,55.0,55.0,55.0,55.0,1600,,55.23861248000001,0.12250952705822726,0.009102120132735866,0.1134074069254914,,,,,,
2015-06-29,53.1,53.1,53.0,53.0,800,54.733333333333334,54.79088998400001,-0.058930346283268875,-0.004504373150465083,-0.05442597313280379,,,,,11.99999999999998,
2015-06-30,52.9,53.0,52.9,53.0,5900,54.51111111111111,54.432711987200015,-0.2004125223054274,-0.04368600298145755,-0.15672651932396983,,,,,11.99999999999998,
2015-07-06,50.1,50.7,50.0,50.1,1400,54.288888888888884,53.566169589760015,-0.5403155089631824,-0.14301190417780252,-0.39730360478537985,,,,,1.0416666666666814,8.347222222222214
2015-07-08,45.7,49.6,43.0,47.2,3400,53.58888888888888,52.29293567180801,-1.0318028573820612,-0.32077009481865426,-0.711032762563407,,,,,25.301204819277125,12.780957161981263
2015-07-09,49.6,54.5,49.6,51.9,10800,53.13333333333333,52.21434853744641,-1.0301840807030445,-0.4626528919955323,-0.5675311887075122,,,,,53.61445783132529,26.652443105756365
